[2024-04-18 18:38:19.866047] [0x00007f006e7d1f80] [info] [0x00010092] [1] Initial timestamp, Current time, User-defined position x, User-defined position y, User-defined position z, User-defined velocity x, User-defined velocity y, User-defined velocity z, User-defined acceleration x, User-defined acceleration y, User-defined acceleration z, User-defined yaw, User-defined yaw_dot, User-defined yaw_dot_dot
[2024-04-18 18:38:20.847778] [0x00007f006e7d1f80] [info] [0x00010092] [99] 1713479899865911, 0.981767, -0.0168181, -0.0108645, 0.0120378, -0.0604436, -0.0382016, 0.0426009, -0.146107, -0.0880536, 0.0996149, -2.57796, -0.0507037, -0.0266884
[2024-04-18 18:38:20.857843] [0x00007f006e7d1f80] [info] [0x00010092] [100] 1713479899865911, 0.991794, -0.0174316, -0.011252, 0.0124699, -0.0619164, -0.0390883, 0.0436044, -0.147656, -0.0888025, 0.100526, -2.57847, -0.0509724, -0.026893
[2024-04-18 18:38:20.867760] [0x00007f006e7d1f80] [info] [0x00010092] [101] 1713479899865911, 1.00176, -0.0180559, -0.0116459, 0.0129095, -0.0633954, -0.0399769, 0.0446105, -0.149175, -0.0895289, 0.101414, -2.57898, -0.0512414, -0.0270985
[2024-04-18 18:38:20.877804] [0x00007f006e7d1f80] [info] [0x00010092] [102] 1713479899865911, 1.01179, -0.0186997, -0.0120516, 0.0133623, -0.0649001, -0.040879, 0.0456327, -0.150684, -0.0902423, 0.102289, -2.5795, -0.0515144, -0.0273078
[2024-04-18 18:38:20.887818] [0x00007f006e7d1f80] [info] [0x00010092] [103] 1713479899865911, 1.0218, -0.0193568, -0.0124653, 0.0138241, -0.0664156, -0.0417856, 0.0466607, -0.152167, -0.0909352, 0.103143, -2.58001, -0.0517887, -0.0275189
[2024-04-18 18:38:20.897786] [0x00007f006e7d1f80] [info] [0x00010092] [104] 1713479899865911, 1.03178, -0.0200271, -0.0128868, 0.0142949, -0.0679413, -0.0426964, 0.0476942, -0.153624, -0.0916074, 0.103975, -2.58053, -0.0520644, -0.0277316
[2024-04-18 18:38:20.907802] [0x00007f006e7d1f80] [info] [0x00010092] [105] 1713479899865911, 1.04179, -0.0207147, -0.0133187, 0.0147774, -0.0694858, -0.0436164, 0.0487387, -0.155062, -0.0922626, 0.104789, -2.58105, -0.052343, -0.0279474
[2024-04-18 18:38:20.917868] [0x00007f006e7d1f80] [info] [0x00010092] [106] 1713479899865911, 1.0518, -0.0214182, -0.01376, 0.0152706, -0.0710454, -0.0445434, 0.0497919, -0.156478, -0.0928989, 0.105585, -2.58158, -0.0526239, -0.0281657
[2024-04-18 18:38:20.927846] [0x00007f006e7d1f80] [info] [0x00010092] [107] 1713479899865911, 1.0618, -0.0221367, -0.0142102, 0.0157739, -0.0726175, -0.0454756, 0.0508518, -0.15787, -0.0935151, 0.106359, -2.58211, -0.0529067, -0.0283862
[2024-04-18 18:38:20.937837] [0x00007f006e7d1f80] [info] [0x00010092] [108] 1713479899865911, 1.07177, -0.0228685, -0.0146682, 0.0162862, -0.0741983, -0.046411, 0.051916, -0.159234, -0.0941098, 0.107111, -2.58263, -0.0531908, -0.0286086
[2024-04-18 18:38:20.947865] [0x00007f006e7d1f80] [info] [0x00010092] [109] 1713479899865911, 1.0818, -0.0236207, -0.0151384, 0.0168123, -0.075802, -0.0473577, 0.0529939, -0.160582, -0.0946881, 0.107846, -2.58317, -0.0534789, -0.0288348
[2024-04-18 18:38:20.957815] [0x00007f006e7d1f80] [info] [0x00010092] [110] 1713479899865911, 1.09179, -0.0243856, -0.015616, 0.0173468, -0.077412, -0.0483059, 0.0540743, -0.161899, -0.0952438, 0.108558, -2.5837, -0.0537679, -0.0290626
[2024-04-18 18:38:20.967828] [0x00007f006e7d1f80] [info] [0x00010092] [111] 1713479899865911, 1.10178, -0.025167, -0.0161033, 0.0178924, -0.0790357, -0.04926, 0.0551622, -0.163192, -0.0957795, 0.109249, -2.58424, -0.0540594, -0.0292931
[2024-04-18 18:38:20.977884] [0x00007f006e7d1f80] [info] [0x00010092] [112] 1713479899865911, 1.11182, -0.0259687, -0.0166027, 0.0184518, -0.0806806, -0.0502243, 0.0562624, -0.164467, -0.0962973, 0.109922, -2.58479, -0.0543546, -0.0295275
[2024-04-18 18:38:20.987866] [0x00007f006e7d1f80] [info] [0x00010092] [113] 1713479899865911, 1.1218, -0.0267825, -0.017109, 0.019019, -0.0823289, -0.0511882, 0.0573631, -0.165709, -0.0967915, 0.110569, -2.58533, -0.0546506, -0.0297632
[2024-04-18 18:38:20.997800] [0x00007f006e7d1f80] [info] [0x00010092] [114] 1713479899865911, 1.13179, -0.027613, -0.017625, 0.0195974, -0.0839899, -0.0521572, 0.0584705, -0.166926, -0.0972652, 0.111195, -2.58588, -0.0549491, -0.0300019
[2024-04-18 18:38:21.007865] [0x00007f006e7d1f80] [info] [0x00010092] [115] 1713479899865911, 1.1418, -0.0284625, -0.0181522, 0.0201885, -0.0856677, -0.0531336, 0.0595872, -0.16812, -0.097719, 0.111801, -2.58643, -0.0552507, -0.0302439
[2024-04-18 18:38:21.017848] [0x00007f006e7d1f80] [info] [0x00010092] [116] 1713479899865911, 1.1518, -0.0293276, -0.0186885, 0.02079, -0.0873547, -0.054113, 0.0607082, -0.169286, -0.0981509, 0.112383, -2.58699, -0.0555544, -0.0304885
[2024-04-18 18:38:21.027832] [0x00007f006e7d1f80] [info] [0x00010092] [117] 1713479899865911, 1.16179, -0.030209, -0.0192341, 0.0214023, -0.0890521, -0.0550959, 0.061834, -0.170423, -0.0985612, 0.112943, -2.58754, -0.0558603, -0.0307359
[2024-04-18 18:38:21.037855] [0x00007f006e7d1f80] [info] [0x00010092] [118] 1713479899865911, 1.1718, -0.0311089, -0.0197905, 0.0220269, -0.0907634, -0.0560844, 0.0629672, -0.171536, -0.0989505, 0.113481, -2.5881, -0.0561692, -0.0309865
[2024-04-18 18:38:21.047798] [0x00007f006e7d1f80] [info] [0x00010092] [119] 1713479899865911, 1.18179, -0.0320237, -0.0203554, 0.0226612, -0.0924815, -0.0570741, 0.0641028, -0.172618, -0.0993171, 0.113996, -2.58866, -0.0564798, -0.0312396
[2024-04-18 18:38:21.057814] [0x00007f006e7d1f80] [info] [0x00010092] [120] 1713479899865911, 1.19179, -0.0329569, -0.020931, 0.0233078, -0.0942126, -0.0580688, 0.065245, -0.173674, -0.0996625, 0.114487, -2.58923, -0.0567934, -0.031496
[2024-04-18 18:38:21.067863] [0x00007f006e7d1f80] [info] [0x00010092] [121] 1713479899865911, 1.20181, -0.0339105, -0.0215183, 0.0239678, -0.0959594, -0.0590699, 0.0663954, -0.174705, -0.0999867, 0.114957, -2.5898, -0.0571106, -0.0317563
[2024-04-18 18:38:21.077856] [0x00007f006e7d1f80] [info] [0x00010092] [122] 1713479899865911, 1.2118, -0.0348778, -0.0221134, 0.0246369, -0.0977097, -0.0600703, 0.0675461, -0.175704, -0.100288, 0.115402, -2.59037, -0.0574291, -0.0320188
[2024-04-18 18:38:21.087842] [0x00007f006e7d1f80] [info] [0x00010092] [123] 1713479899865911, 1.2218, -0.0358635, -0.022719, 0.025318, -0.0994713, -0.0610744, 0.068702, -0.176675, -0.100566, 0.115824, -2.59095, -0.0577506, -0.0322848
[2024-04-18 18:38:21.097889] [0x00007f006e7d1f80] [info] [0x00010092] [124] 1713479899865911, 1.2318, -0.036867, -0.0233348, 0.0260107, -0.101243, -0.0620812, 0.0698621, -0.177616, -0.100823, 0.116222, -2.59153, -0.0580747, -0.032554
[2024-04-18 18:38:21.107800] [0x00007f006e7d1f80] [info] [0x00010092] [125] 1713479899865911, 1.24179, -0.0378868, -0.0239597, 0.0267141, -0.103021, -0.0630891, 0.0710245, -0.178528, -0.101056, 0.116596, -2.59211, -0.0584011, -0.0328262
[2024-04-18 18:38:21.117856] [0x00007f006e7d1f80] [info] [0x00010092] [126] 1713479899865911, 1.2518, -0.0389275, -0.0245966, 0.0274313, -0.104813, -0.0641023, 0.072194, -0.179412, -0.101268, 0.116947, -2.5927, -0.0587313, -0.0331025
[2024-04-18 18:38:21.127858] [0x00007f006e7d1f80] [info] [0x00010092] [127] 1713479899865911, 1.26181, -0.0399854, -0.0252431, 0.0281596, -0.106613, -0.0651166, 0.0733659, -0.180266, -0.101456, 0.117274, -2.59329, -0.0590639, -0.0333821
[2024-04-18 18:38:21.137846] [0x00007f006e7d1f80] [info] [0x00010092] [128] 1713479899865911, 1.2718, -0.0410599, -0.025899, 0.0288986, -0.108418, -0.0661314, 0.0745395, -0.181089, -0.101622, 0.117576, -2.59388, -0.059399, -0.0336649
[2024-04-18 18:38:21.147780] [0x00007f006e7d1f80] [info] [0x00010092] [129] 1713479899865911, 1.28179, -0.0421513, -0.0265643, 0.0296487, -0.11023, -0.0671468, 0.0757148, -0.18188, -0.101764, 0.117853, -2.59447, -0.0597365, -0.0339509
[2024-04-18 18:38:21.157822] [0x00007f006e7d1f80] [info] [0x00010092] [130] 1713479899865911, 1.2918, -0.0432644, -0.0272419, 0.0304129, -0.112056, -0.0681665, 0.0768964, -0.182643, -0.101883, 0.118106, -2.59507, -0.060078, -0.0342415
[2024-04-18 18:38:21.167821] [0x00007f006e7d1f80] [info] [0x00010092] [131] 1713479899865911, 1.3018, -0.0443941, -0.0279286, 0.0311878, -0.113886, -0.0691859, 0.0780786, -0.183375, -0.10198, 0.118335, -2.59568, -0.0604219, -0.0345353
[2024-04-18 18:38:21.177818] [0x00007f006e7d1f80] [info] [0x00010092] [132] 1713479899865911, 1.3118, -0.0455418, -0.0286254, 0.0319742, -0.115723, -0.0702058, 0.0792626, -0.184075, -0.102053, 0.118539, -2.59628, -0.0607686, -0.0348328
[2024-04-18 18:38:21.187816] [0x00007f006e7d1f80] [info] [0x00010092] [133] 1713479899865911, 1.3218, -0.0467089, -0.0293329, 0.0327732, -0.117568, -0.0712271, 0.0804495, -0.184744, -0.102102, 0.118718, -2.59689, -0.0611186, -0.0351344
[2024-04-18 18:38:21.197834] [0x00007f006e7d1f80] [info] [0x00010092] [134] 1713479899865911, 1.33177, -0.0478897, -0.0300478, 0.0335809, -0.119412, -0.0722448, 0.0816335, -0.185379, -0.102128, 0.118871, -2.5975, -0.0614703, -0.0354387
